,Month,Series_ID,Title,Employed
50186,2002 Nov,CEU4200000001,Retail Trade,15383.9
50187,2002 Dec,CEU4200000001,Retail Trade,15577
50188,2003 Jan,CEU4200000001,Retail Trade,14859
50189,2003 Feb,CEU4200000001,Retail Trade,14652.3
50190,2003 Mar,CEU4200000001,Retail Trade,14652.4
50191,2003 Apr,CEU4200000001,Retail Trade,14725.9
50192,2003 May,CEU4200000001,Retail Trade,14826.2
50193,2003 Jun,CEU4200000001,Retail Trade,14889.5
50194,2003 Jul,CEU4200000001,Retail Trade,14860.5
50195,2003 Aug,CEU4200000001,Retail Trade,14898.1
50196,2003 Sep,CEU4200000001,Retail Trade,14865.2
50197,2003 Oct,CEU4200000001,Retail Trade,15010.3
50198,2003 Nov,CEU4200000001,Retail Trade,15315.2
50199,2003 Dec,CEU4200000001,Retail Trade,15505.2
50200,2004 Jan,CEU4200000001,Retail Trade,14861.4
50201,2004 Feb,CEU4200000001,Retail Trade,14693.8
50202,2004 Mar,CEU4200000001,Retail Trade,14775.6
50203,2004 Apr,CEU4200000001,Retail Trade,14862.8
50204,2004 May,CEU4200000001,Retail Trade,14987
50205,2004 Jun,CEU4200000001,Retail Trade,15082
50206,2004 Jul,CEU4200000001,Retail Trade,15051.3
50207,2004 Aug,CEU4200000001,Retail Trade,15054.8
50208,2004 Sep,CEU4200000001,Retail Trade,14996.2
50209,2004 Oct,CEU4200000001,Retail Trade,15154.5
50210,2004 Nov,CEU4200000001,Retail Trade,15526.2
50211,2004 Dec,CEU4200000001,Retail Trade,15707.1
50212,2005 Jan,CEU4200000001,Retail Trade,15051.1
50213,2005 Feb,CEU4200000001,Retail Trade,14911.9
50214,2005 Mar,CEU4200000001,Retail Trade,14955.6
50215,2005 Apr,CEU4200000001,Retail Trade,15068.9
50216,2005 May,CEU4200000001,Retail Trade,15194.5
50217,2005 Jun,CEU4200000001,Retail Trade,15300.1
50218,2005 Jul,CEU4200000001,Retail Trade,15327.6
50219,2005 Aug,CEU4200000001,Retail Trade,15348.8
50220,2005 Sep,CEU4200000001,Retail Trade,15226.4
50221,2005 Oct,CEU4200000001,Retail Trade,15348.9
50222,2005 Nov,CEU4200000001,Retail Trade,15741.9
50223,2005 Dec,CEU4200000001,Retail Trade,15938.4
50224,2006 Jan,CEU4200000001,Retail Trade,15245.6
50225,2006 Feb,CEU4200000001,Retail Trade,15067.2
50226,2006 Mar,CEU4200000001,Retail Trade,15150.1
50227,2006 Apr,CEU4200000001,Retail Trade,15171.3
50228,2006 May,CEU4200000001,Retail Trade,15253.8
50229,2006 Jun,CEU4200000001,Retail Trade,15332.6
50230,2006 Jul,CEU4200000001,Retail Trade,15326.4
50231,2006 Aug,CEU4200000001,Retail Trade,15337.2
50232,2006 Sep,CEU4200000001,Retail Trade,15235.3
50233,2006 Oct,CEU4200000001,Retail Trade,15386
50234,2006 Nov,CEU4200000001,Retail Trade,15813.5
50235,2006 Dec,CEU4200000001,Retail Trade,15982.4
50236,2007 Jan,CEU4200000001,Retail Trade,15342.5
50237,2007 Feb,CEU4200000001,Retail Trade,15182
50238,2007 Mar,CEU4200000001,Retail Trade,15301
50239,2007 Apr,CEU4200000001,Retail Trade,15327.3
50240,2007 May,CEU4200000001,Retail Trade,15462.9
50241,2007 Jun,CEU4200000001,Retail Trade,15511.5
50242,2007 Jul,CEU4200000001,Retail Trade,15514.4
50243,2007 Aug,CEU4200000001,Retail Trade,15538.3
50244,2007 Sep,CEU4200000001,Retail Trade,15440.9
50245,2007 Oct,CEU4200000001,Retail Trade,15529
50246,2007 Nov,CEU4200000001,Retail Trade,15994.6
50247,2007 Dec,CEU4200000001,Retail Trade,16162
50248,2008 Jan,CEU4200000001,Retail Trade,15464.1
50249,2008 Feb,CEU4200000001,Retail Trade,15231.2
50250,2008 Mar,CEU4200000001,Retail Trade,15284.9
50251,2008 Apr,CEU4200000001,Retail Trade,15247.6
50252,2008 May,CEU4200000001,Retail Trade,15302
50253,2008 Jun,CEU4200000001,Retail Trade,15342.8
50254,2008 Jul,CEU4200000001,Retail Trade,15308.5
50255,2008 Aug,CEU4200000001,Retail Trade,15270.9
50256,2008 Sep,CEU4200000001,Retail Trade,15099.4
50257,2008 Oct,CEU4200000001,Retail Trade,15138.1
50258,2008 Nov,CEU4200000001,Retail Trade,15351.7
50259,2008 Dec,CEU4200000001,Retail Trade,15424.4
50260,2009 Jan,CEU4200000001,Retail Trade,14688.6
50261,2009 Feb,CEU4200000001,Retail Trade,14439
50262,2009 Mar,CEU4200000001,Retail Trade,14410.6
50263,2009 Apr,CEU4200000001,Retail Trade,14399.6
50264,2009 May,CEU4200000001,Retail Trade,14495.4
50265,2009 Jun,CEU4200000001,Retail Trade,14543.5
50266,2009 Jul,CEU4200000001,Retail Trade,14489.3
50267,2009 Aug,CEU4200000001,Retail Trade,14495.3
50268,2009 Sep,CEU4200000001,Retail Trade,14367.5
50269,2009 Oct,CEU4200000001,Retail Trade,14413
50270,2009 Nov,CEU4200000001,Retail Trade,14729.7
50271,2009 Dec,CEU4200000001,Retail Trade,14863.7
50272,2010 Jan,CEU4200000001,Retail Trade,14290.5
50273,2010 Feb,CEU4200000001,Retail Trade,14123
50274,2010 Mar,CEU4200000001,Retail Trade,14209.3
50275,2010 Apr,CEU4200000001,Retail Trade,14269.1
50276,2010 May,CEU4200000001,Retail Trade,14380.1
50277,2010 Jun,CEU4200000001,Retail Trade,14441.8
50278,2010 Jul,CEU4200000001,Retail Trade,14445.1
50279,2010 Aug,CEU4200000001,Retail Trade,14463.7
50280,2010 Sep,CEU4200000001,Retail Trade,14361
50281,2010 Oct,CEU4200000001,Retail Trade,14510.5
50282,2010 Nov,CEU4200000001,Retail Trade,14849.9
50283,2010 Dec,CEU4200000001,Retail Trade,15008.4
50284,2011 Jan,CEU4200000001,Retail Trade,14448.6
50285,2011 Feb,CEU4200000001,Retail Trade,14282.5
50286,2011 Mar,CEU4200000001,Retail Trade,14349.3
50287,2011 Apr,CEU4200000001,Retail Trade,14489
50288,2011 May,CEU4200000001,Retail Trade,14588.7
50289,2011 Jun,CEU4200000001,Retail Trade,14682.3
50290,2011 Jul,CEU4200000001,Retail Trade,14718
50291,2011 Aug,CEU4200000001,Retail Trade,14717.5
50292,2011 Sep,CEU4200000001,Retail Trade,14617.2
50293,2011 Oct,CEU4200000001,Retail Trade,14751.7
50294,2011 Nov,CEU4200000001,Retail Trade,15142.3
50295,2011 Dec,CEU4200000001,Retail Trade,15296.7
50296,2012 Jan,CEU4200000001,Retail Trade,14734.5
50297,2012 Feb,CEU4200000001,Retail Trade,14520.3
50298,2012 Mar,CEU4200000001,Retail Trade,14580.3
50299,2012 Apr,CEU4200000001,Retail Trade,14670.4
50300,2012 May,CEU4200000001,Retail Trade,14775.5
50301,2012 Jun,CEU4200000001,Retail Trade,14815.9
50302,2012 Jul,CEU4200000001,Retail Trade,14807.7
50303,2012 Aug,CEU4200000001,Retail Trade,14815.2
50304,2012 Sep,CEU4200000001,Retail Trade,14738.9
50305,2012 Oct,CEU4200000001,Retail Trade,14877.7
50306,2012 Nov,CEU4200000001,Retail Trade,15363
50307,2012 Dec,CEU4200000001,Retail Trade,15462.5
50308,2013 Jan,CEU4200000001,Retail Trade,14858.2
50309,2013 Feb,CEU4200000001,Retail Trade,14672.3
50310,2013 Mar,CEU4200000001,Retail Trade,14711.7
50311,2013 Apr,CEU4200000001,Retail Trade,14808.6
50312,2013 May,CEU4200000001,Retail Trade,14932.3
50313,2013 Jun,CEU4200000001,Retail Trade,15045.2
50314,2013 Jul,CEU4200000001,Retail Trade,15097.3
50315,2013 Aug,CEU4200000001,Retail Trade,15131.7
50316,2013 Sep,CEU4200000001,Retail Trade,15052.6
50317,2013 Oct,CEU4200000001,Retail Trade,15212.3
50318,2013 Nov,CEU4200000001,Retail Trade,15655.3
50319,2013 Dec,CEU4200000001,Retail Trade,15839.4
50320,2014 Jan,CEU4200000001,Retail Trade,15170.7
50321,2014 Feb,CEU4200000001,Retail Trade,14951.8
50322,2014 Mar,CEU4200000001,Retail Trade,15015.4
50323,2014 Apr,CEU4200000001,Retail Trade,15137
50324,2014 May,CEU4200000001,Retail Trade,15238.9
50325,2014 Jun,CEU4200000001,Retail Trade,15354.6
50326,2014 Jul,CEU4200000001,Retail Trade,15389.2
50327,2014 Aug,CEU4200000001,Retail Trade,15380.4
50328,2014 Sep,CEU4200000001,Retail Trade,15298.8
50329,2014 Oct,CEU4200000001,Retail Trade,15481.6
50330,2014 Nov,CEU4200000001,Retail Trade,15894.3
50331,2014 Dec,CEU4200000001,Retail Trade,16048.1
50332,2015 Jan,CEU4200000001,Retail Trade,15421.1
50333,2015 Feb,CEU4200000001,Retail Trade,15244.9
50334,2015 Mar,CEU4200000001,Retail Trade,15311.7
50335,2015 Apr,CEU4200000001,Retail Trade,15401.8
50336,2015 May,CEU4200000001,Retail Trade,15530.3
50337,2015 Jun,CEU4200000001,Retail Trade,15620.5
50338,2015 Jul,CEU4200000001,Retail Trade,15647
50339,2015 Aug,CEU4200000001,Retail Trade,15626.3
50340,2015 Sep,CEU4200000001,Retail Trade,15513.4
50341,2015 Oct,CEU4200000001,Retail Trade,15696.8
50342,2015 Nov,CEU4200000001,Retail Trade,16095.8
50343,2015 Dec,CEU4200000001,Retail Trade,16221.5
50344,2016 Jan,CEU4200000001,Retail Trade,15625.7
50345,2016 Feb,CEU4200000001,Retail Trade,15486.6
50346,2016 Mar,CEU4200000001,Retail Trade,15576.8
50347,2016 Apr,CEU4200000001,Retail Trade,15648.7
50348,2016 May,CEU4200000001,Retail Trade,15745.7
50349,2016 Jun,CEU4200000001,Retail Trade,15851.8
50350,2016 Jul,CEU4200000001,Retail Trade,15874.4
50351,2016 Aug,CEU4200000001,Retail Trade,15864.6
50352,2016 Sep,CEU4200000001,Retail Trade,15750.3
50353,2016 Oct,CEU4200000001,Retail Trade,15899.5
50354,2016 Nov,CEU4200000001,Retail Trade,16260.2
50355,2016 Dec,CEU4200000001,Retail Trade,16394.3
50356,2017 Jan,CEU4200000001,Retail Trade,15854.4
50357,2017 Feb,CEU4200000001,Retail Trade,15627.9
50358,2017 Mar,CEU4200000001,Retail Trade,15635
50359,2017 Apr,CEU4200000001,Retail Trade,15686.6
50360,2017 May,CEU4200000001,Retail Trade,15759.5
50361,2017 Jun,CEU4200000001,Retail Trade,15843
50362,2017 Jul,CEU4200000001,Retail Trade,15841.1
50363,2017 Aug,CEU4200000001,Retail Trade,15810.2
50364,2017 Sep,CEU4200000001,Retail Trade,15679.3
50365,2017 Oct,CEU4200000001,Retail Trade,15819.9
50366,2017 Nov,CEU4200000001,Retail Trade,16285.8
50367,2017 Dec,CEU4200000001,Retail Trade,16305.9
50368,2018 Jan,CEU4200000001,Retail Trade,15718.6
50369,2018 Feb,CEU4200000001,Retail Trade,15577
50370,2018 Mar,CEU4200000001,Retail Trade,15610.8
50371,2018 Apr,CEU4200000001,Retail Trade,15681.4
50372,2018 May,CEU4200000001,Retail Trade,15797.2
50373,2018 Jun,CEU4200000001,Retail Trade,15844.9
50374,2018 Jul,CEU4200000001,Retail Trade,15854.5
50375,2018 Aug,CEU4200000001,Retail Trade,15834.9
50376,2018 Sep,CEU4200000001,Retail Trade,15680.6
50377,2018 Oct,CEU4200000001,Retail Trade,15796.5
50378,2018 Nov,CEU4200000001,Retail Trade,16291.3
50379,2018 Dec,CEU4200000001,Retail Trade,16309.2
50380,2019 Jan,CEU4200000001,Retail Trade,15753.5
50381,2019 Feb,CEU4200000001,Retail Trade,15567.4
50382,2019 Mar,CEU4200000001,Retail Trade,15576.6
50383,2019 Apr,CEU4200000001,Retail Trade,15624.9
50384,2019 May,CEU4200000001,Retail Trade,15691.6
50385,2019 Jun,CEU4200000001,Retail Trade,15775.5
50386,2019 Jul,CEU4200000001,Retail Trade,15785.9
50387,2019 Aug,CEU4200000001,Retail Trade,15749.5
50388,2019 Sep,CEU4200000001,Retail Trade,15611.3
